Code,Class,Description,Value in USD T,AAL in USD T,AAL as % of Total AAL,AAL as % of Value,Risk Rank,costMetro,costUrban,costRural
HN-LP,avmW7,Wood braced frame with load-bearing infill wall system multi family,0,0,0,0.00395,4,,,
HN-LP,avsW7,Wood braced frame with load-bearing infill wall system single family,14,0.05,0.1304,0.00384,5,,,
HN-LP,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,67,0.08,0.2076,0.00125,6,,,
HN-LP,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,3,0,0.0097,0.00116,7,,,
HN-LP,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,25,0.03,0.0729,0.0012,8,300,280,260
HN-LP,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,4,0,0.0123,0.00114,9,330,310,290
HN-LP,avsRS,Rubble Stone masonry single family,1,0,0.0022,0.00132,10,,,
HN-LP,avsRS5,Local field stones with cement mortar and reinforced concrete bond beams single family,0,0,0.0002,0.00126,11,,,
HN-LP,avmRS5,Local field stones with cement mortar and reinforced concrete bond beams multi family,0,0,0,0.00114,12,,,
HN-LP,avsUFB1,Unreinforced brick masonry in mud mortar without timber posts single family,3,0,0.0092,0.00124,13,250,230,200
HN-LP,avsUFB2,Unreinforced brick masonry in mud mortar with timber posts single family,6,0.01,0.0187,0.00123,14,270,250,215
HN-LP,avmRS,Rubble Stone masonry multi family,0,0,0.0001,0.00115,15,,,
HN-LP,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,4,0,0.012,0.00118,16,280,270,225
HN-LP,avsUFB4,Unreinforced fired brick masonry in cement mortar single family,1,0,0.0044,0.00118,17,320,290,260
HN-LP,avmUFB2,Unreinforced brick masonry in mud mortar with timber posts multi family,0,0,0.0004,0.00116,18,290,275,215
HN-LP,avmUFB3,Unreinforced fired brick masonry in lime mortar multi family,0,0,0.001,0.00115,19,310,295,230
HN-LP,avmUFB1,Unreinforced brick masonry in mud mortar without timber posts multi family,0,0,0.0002,0.00116,20,275,255,195
HN-LP,avmUFB4,Unreinforced fired brick masonry in cement mortar multi family,0,0,0.0006,0.00115,21,350,320,245
HN-LP,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,17,0.02,0.0508,0.00124,22,,,
HN-LP,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,1,0,0.0021,0.00109,23,,,
HN-LP,avcomm,Commercial or other types of warehouse,22,0.01,0.0248,0.00046,24,,,
HN-LP,avcomoff,Commercial offices,16,0.01,0.0176,0.00045,25,,,
HN-LP,avcritica,"Critical buildings - schools, hospitals, medical centers",24,0.01,0.0256,0.00044,26,,,
HN-LP,avcomret,Commercial retail,10,0,0.0102,0.00042,27,,,
HN-LP,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,1,0,0.0009,0.00039,28,360,335,310
HN-LP,avindustr,General industrial,11,0,0.0105,0.00038,29,,,
HN-LE,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",105,0.54,0.4729,0.00515,1,145,130,115
HN-LE,avsINF,Informal constructions single family,1,0,0.003,0.00505,2,,,
HN-LE,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",0,0,0.0009,0.00471,3,160,150,120
HN-LE,avmW7,Wood braced frame with load-bearing infill wall system multi family,0,0,0,0.00517,4,,,
HN-LE,avsW7,Wood braced frame with load-bearing infill wall system single family,39,0.2,0.1753,0.00515,5,,,
HN-LE,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,94,0.17,0.1515,0.00185,6,,,
HN-LE,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,2,0,0.003,0.00166,7,,,
HN-LE,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,23,0.04,0.0356,0.00178,8,300,280,260
HN-LE,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,2,0,0.0027,0.00155,9,330,310,290
HN-LE,avsRS,Rubble Stone masonry single family,1,0,0.0022,0.00189,10,,,
HN-LE,avsRS5,Local field stones with cement mortar and reinforced concrete bond beams single family,0,0,0.0001,0.00186,11,,,
HN-LE,avmRS5,Local field stones with cement mortar and reinforced concrete bond beams multi family,0,0,0,0.00156,12,,,
HN-LE,avsUFB1,Unreinforced brick masonry in mud mortar without timber posts single family,4,0.01,0.0064,0.00184,13,250,230,200
HN-LE,avsUFB2,Unreinforced brick masonry in mud mortar with timber posts single family,7,0.01,0.0118,0.00183,14,270,250,215
HN-LE,avmRS,Rubble Stone masonry multi family,0,0,0,0.00159,15,,,
HN-LE,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,3,0.01,0.0048,0.00174,16,280,270,225
HN-LE,avsUFB4,Unreinforced fired brick masonry in cement mortar single family,1,0,0.0018,0.00174,17,320,290,260
HN-LE,avmUFB2,Unreinforced brick masonry in mud mortar with timber posts multi family,0,0,0.0001,0.00164,18,290,275,215
HN-LE,avmUFB3,Unreinforced fired brick masonry in lime mortar multi family,0,0,0.0002,0.0016,19,310,295,230
HN-LE,avmUFB1,Unreinforced brick masonry in mud mortar without timber posts multi family,0,0,0.0001,0.00164,20,275,255,195
HN-LE,avmUFB4,Unreinforced fired brick masonry in cement mortar multi family,0,0,0.0001,0.00157,21,350,320,245
HN-LE,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,37,0.06,0.0552,0.00168,22,,,
HN-LE,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,1,0,0.0009,0.00156,23,,,
HN-LE,avcomm,Commercial or other types of warehouse,34,0.03,0.0242,0.00081,24,,,
HN-LE,avcomoff,Commercial offices,20,0.02,0.0134,0.00078,25,,,
HN-LE,avcritica,"Critical buildings - schools, hospitals, medical centers",27,0.02,0.0184,0.00078,26,,,
HN-LE,avcomret,Commercial retail,9,0.01,0.0059,0.00075,27,,,
HN-LE,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0.0002,0.00053,28,360,335,310
HN-LE,avindustr,General industrial,16,0.01,0.009,0.00066,29,,,
HN-OC,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",111,0.62,0.4283,0.00562,1,145,130,115
HN-OC,avsINF,Informal constructions single family,1,0,0.0031,0.00567,2,,,
HN-OC,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",0,0,0.0013,0.00582,3,160,150,120
HN-OC,avmW7,Wood braced frame with load-bearing infill wall system multi family,0,0,0,0.00577,4,,,
HN-OC,avsW7,Wood braced frame with load-bearing infill wall system single family,40,0.23,0.1604,0.00578,5,,,
HN-OC,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,116,0.25,0.1704,0.00212,6,,,
HN-OC,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,4,0.01,0.0055,0.00219,7,,,
HN-OC,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,33,0.07,0.0493,0.00215,8,300,280,260
HN-OC,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,4,0.01,0.0064,0.00221,9,330,310,290
HN-OC,avsRS,Rubble Stone masonry single family,2,0,0.0022,0.0021,10,,,
HN-OC,avsRS5,Local field stones with cement mortar and reinforced concrete bond beams single family,0,0,0.0002,0.00212,11,,,
HN-OC,avmRS5,Local field stones with cement mortar and reinforced concrete bond beams multi family,0,0,0,0.00221,12,,,
HN-OC,avsUFB1,Unreinforced brick masonry in mud mortar without timber posts single family,5,0.01,0.0073,0.00213,13,250,230,200
HN-OC,avsUFB2,Unreinforced brick masonry in mud mortar with timber posts single family,10,0.02,0.0142,0.00213,14,270,250,215
HN-OC,avmRS,Rubble Stone masonry multi family,0,0,0,0.0022,15,,,
HN-OC,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,5,0.01,0.0075,0.00217,16,280,270,225
HN-OC,avsUFB4,Unreinforced fired brick masonry in cement mortar single family,2,0,0.0028,0.00217,17,320,290,260
HN-OC,avmUFB2,Unreinforced brick masonry in mud mortar with timber posts multi family,0,0,0.0002,0.00219,18,290,275,215
HN-OC,avmUFB3,Unreinforced fired brick masonry in lime mortar multi family,0,0,0.0005,0.0022,19,310,295,230
HN-OC,avmUFB1,Unreinforced brick masonry in mud mortar without timber posts multi family,0,0,0.0001,0.00219,20,275,255,195
HN-OC,avmUFB4,Unreinforced fired brick masonry in cement mortar multi family,0,0,0.0003,0.00221,21,350,320,245
HN-OC,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,41,0.08,0.0534,0.00191,22,,,
HN-OC,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,1,0,0.0013,0.00197,23,,,
HN-OC,avcomm,Commercial or other types of warehouse,51,0.04,0.0285,0.0008,24,,,
HN-OC,avcomoff,Commercial offices,29,0.02,0.016,0.0008,25,,,
HN-OC,avcritica,"Critical buildings - schools, hospitals, medical centers",40,0.03,0.0221,0.00081,26,,,
HN-OC,avcomret,Commercial retail,13,0.01,0.0072,0.00081,27,,,
HN-OC,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,1,0,0.0005,0.00079,28,360,335,310
HN-OC,avindustr,General industrial,23,0.02,0.0107,0.00066,29,,,
HN-OL,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",224,0.09,0.3989,0.00038,1,145,130,115
HN-OL,avsINF,Informal constructions single family,2,0,0.003,0.00036,2,,,
HN-OL,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",1,0,0.0014,0.00032,3,160,150,120
HN-OL,avmW7,Wood braced frame with load-bearing infill wall system multi family,0,0,0,0.00044,4,,,
HN-OL,avsW7,Wood braced frame with load-bearing infill wall system single family,79,0.03,0.159,0.00043,5,,,
HN-OL,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,292,0.04,0.1861,0.00014,6,,,
HN-OL,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,12,0,0.0069,0.00012,7,,,
HN-OL,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,96,0.01,0.0573,0.00013,8,300,280,260
HN-OL,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,15,0,0.0082,0.00012,9,330,310,290
HN-OL,avsRS,Rubble Stone masonry single family,3,0,0.0023,0.00015,10,,,
HN-OL,avsRS5,Local field stones with cement mortar and reinforced concrete bond beams single family,0,0,0.0002,0.00014,11,,,
HN-OL,avmRS5,Local field stones with cement mortar and reinforced concrete bond beams multi family,0,0,0,0.00012,12,,,
HN-OL,avsUFB1,Unreinforced brick masonry in mud mortar without timber posts single family,13,0,0.0081,0.00014,13,250,230,200
HN-OL,avsUFB2,Unreinforced brick masonry in mud mortar with timber posts single family,26,0,0.0159,0.00013,14,270,250,215
HN-OL,avmRS,Rubble Stone masonry multi family,0,0,0,0.00012,15,,,
HN-OL,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,15,0,0.009,0.00013,16,280,270,225
HN-OL,avsUFB4,Unreinforced fired brick masonry in cement mortar single family,6,0,0.0033,0.00013,17,320,290,260
HN-OL,avmUFB2,Unreinforced brick masonry in mud mortar with timber posts multi family,1,0,0.0003,0.00012,18,290,275,215
HN-OL,avmUFB3,Unreinforced fired brick masonry in lime mortar multi family,1,0,0.0007,0.00012,19,310,295,230
HN-OL,avmUFB1,Unreinforced brick masonry in mud mortar without timber posts multi family,0,0,0.0001,0.00012,20,275,255,195
HN-OL,avmUFB4,Unreinforced fired brick masonry in cement mortar multi family,1,0,0.0004,0.00012,21,350,320,245
HN-OL,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,86,0.01,0.0693,0.00017,22,,,
HN-OL,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,3,0,0.0022,0.00016,23,,,
HN-OL,avcomm,Commercial or other types of warehouse,79,0,0.019,0.00005,24,,,
HN-OL,avcomoff,Commercial offices,55,0,0.0133,0.00005,25,,,
HN-OL,avcritica,"Critical buildings - schools, hospitals, medical centers",81,0,0.0191,0.00005,26,,,
HN-OL,avcomret,Commercial retail,32,0,0.0072,0.00005,27,,,
HN-OL,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,3,0,0.0007,0.00005,28,360,335,310
HN-OL,avindustr,General industrial,40,0,0.0081,0.00004,29,,,
HN-SB,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",170,0.49,0.3941,0.0029,1,145,130,115
HN-SB,avsINF,Informal constructions single family,2,0,0.0036,0.00286,2,,,
HN-SB,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",1,0,0.0023,0.00282,3,160,150,120
HN-SB,avmW7,Wood braced frame with load-bearing infill wall system multi family,0,0,0,0.00254,4,,,
HN-SB,avsW7,Wood braced frame with load-bearing infill wall system single family,58,0.15,0.1173,0.00253,5,,,
HN-SB,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,268,0.29,0.2333,0.00109,6,,,
HN-SB,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,13,0.01,0.0112,0.00107,7,,,
HN-SB,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,96,0.1,0.0831,0.00108,8,300,280,260
HN-SB,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,17,0.02,0.0143,0.00107,9,330,310,290
HN-SB,avsRS,Rubble Stone masonry single family,3,0,0.0025,0.0011,10,,,
HN-SB,avsRS5,Local field stones with cement mortar and reinforced concrete bond beams single family,0,0,0.0002,0.00109,11,,,
HN-SB,avmRS5,Local field stones with cement mortar and reinforced concrete bond beams multi family,0,0,0,0.00107,12,,,
HN-SB,avsUFB1,Unreinforced brick masonry in mud mortar without timber posts single family,12,0.01,0.0104,0.00109,13,250,230,200
HN-SB,avsUFB2,Unreinforced brick masonry in mud mortar with timber posts single family,24,0.03,0.0212,0.00109,14,270,250,215
HN-SB,avmRS,Rubble Stone masonry multi family,0,0,0.0001,0.00107,15,,,
HN-SB,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,16,0.02,0.0138,0.00108,16,280,270,225
HN-SB,avsUFB4,Unreinforced fired brick masonry in cement mortar single family,6,0.01,0.005,0.00108,17,320,290,260
HN-SB,avmUFB2,Unreinforced brick masonry in mud mortar with timber posts multi family,1,0,0.0005,0.00107,18,290,275,215
HN-SB,avmUFB3,Unreinforced fired brick masonry in lime mortar multi family,1,0,0.0012,0.00107,19,310,295,230
HN-SB,avmUFB1,Unreinforced brick masonry in mud mortar without timber posts multi family,0,0,0.0002,0.00107,20,275,255,195
HN-SB,avmUFB4,Unreinforced fired brick masonry in cement mortar multi family,1,0,0.0007,0.00107,21,350,320,245
HN-SB,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,68,0.06,0.046,0.00084,22,,,
HN-SB,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,3,0,0.002,0.00083,23,,,
HN-SB,avcomm,Commercial or other types of warehouse,43,0.01,0.0101,0.00029,24,,,
HN-SB,avcomoff,Commercial offices,30,0.01,0.0072,0.0003,25,,,
HN-SB,avcritica,"Critical buildings - schools, hospitals, medical centers",44,0.01,0.0105,0.0003,26,,,
HN-SB,avcomret,Commercial retail,18,0.01,0.0042,0.00029,27,,,
HN-SB,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,3,0,0.0008,0.00031,28,360,335,310
HN-SB,avindustr,General industrial,22,0.01,0.0043,0.00024,29,,,
HN-VA,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",69,0.63,0.4199,0.00916,1,145,130,115
HN-VA,avsINF,Informal constructions single family,1,0.01,0.0034,0.00896,2,,,
HN-VA,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",0,0,0.0018,0.00861,3,160,150,120
HN-VA,avmW7,Wood braced frame with load-bearing infill wall system multi family,0,0,0,0.00749,4,,,
HN-VA,avsW7,Wood braced frame with load-bearing infill wall system single family,24,0.18,0.1204,0.00746,5,,,
HN-VA,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,90,0.3,0.2022,0.00335,6,,,
HN-VA,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,4,0.01,0.0081,0.0032,7,,,
HN-VA,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,30,0.1,0.0652,0.00327,8,300,280,260
HN-VA,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,5,0.01,0.0099,0.00317,9,330,310,290
HN-VA,avsRS,Rubble Stone masonry single family,1,0,0.0024,0.00343,10,,,
HN-VA,avsRS5,Local field stones with cement mortar and reinforced concrete bond beams single family,0,0,0.0002,0.00336,11,,,
HN-VA,avmRS5,Local field stones with cement mortar and reinforced concrete bond beams multi family,0,0,0,0.00317,12,,,
HN-VA,avsUFB1,Unreinforced brick masonry in mud mortar without timber posts single family,4,0.01,0.0089,0.00334,13,250,230,200
HN-VA,avsUFB2,Unreinforced brick masonry in mud mortar with timber posts single family,8,0.03,0.0176,0.00332,14,270,250,215
HN-VA,avmRS,Rubble Stone masonry multi family,0,0,0.0001,0.00318,15,,,
HN-VA,avsUFB3,Unreinforced fired brick masonry in lime mortar single family,5,0.02,0.0104,0.00324,16,280,270,225
HN-VA,avsUFB4,Unreinforced fired brick masonry in cement mortar single family,2,0.01,0.0038,0.00325,17,320,290,260
HN-VA,avmUFB2,Unreinforced brick masonry in mud mortar with timber posts multi family,0,0,0.0004,0.0032,18,290,275,215
HN-VA,avmUFB3,Unreinforced fired brick masonry in lime mortar multi family,0,0,0.0008,0.00318,19,310,295,230
HN-VA,avmUFB1,Unreinforced brick masonry in mud mortar without timber posts multi family,0,0,0.0002,0.0032,20,275,255,195
HN-VA,avmUFB4,Unreinforced fired brick masonry in cement mortar multi family,0,0,0.0005,0.00317,21,350,320,245
HN-VA,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,26,0.06,0.043,0.00244,22,,,
HN-VA,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,1,0,0.0014,0.00238,23,,,
HN-VA,avcomm,Commercial or other types of warehouse,37,0.04,0.0242,0.00097,24,,,
HN-VA,avcomoff,Commercial offices,24,0.02,0.0154,0.00097,25,,,
HN-VA,avcritica,"Critical buildings - schools, hospitals, medical centers",34,0.03,0.0218,0.00097,26,,,
HN-VA,avcomret,Commercial retail,12,0.01,0.008,0.00096,27,,,
HN-VA,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,1,0,0.0006,0.00093,28,360,335,310
HN-VA,avindustr,General industrial,18,0.01,0.0096,0.0008,29,,,
HN-YO,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",345,0.4,0.3294,0.00115,1,145,130,115
HN-YO,avsINF,Informal constructions single family,3,0,0.0037,0.00128,2,,,
HN-YO,avmA1,"Adobe block, mud mortar, wood roof and floors multi family",3,0,0.0029,0.0014,3,160,150,120
HN-YO,avmW7,Wood braced frame with load-bearing infill wall system multi family,0,0,0,0.00074,4,,,
